Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?,Salary Difference,Percent of Life Worked
8656,27,Male,Economics,2.84,5,Consultant,58402.8,Yes,473,482,Scholarship,Finance Manager,145967.19,International,Entrepreneurship,Online,Yes,87564.39,0.185185
8657,23,Other,Science,3.66,4,Manager,122265.02,No,663,314,Self-funded,Consultant,74773.12,Domestic,Entrepreneurship,On-Campus,No,-47491.90000000001,0.173913
8658,28,Male,Business,2.86,5,Consultant,66086.16,No,683,214,Employer,Executive,100435.64,Domestic,Skill Enhancement,On-Campus,Yes,34349.479999999996,0.178571
8659,22,Female,Economics,3.78,3,Engineer,28101.2,No,290,81,Loan,Marketing Director,155269.2,International,Skill Enhancement,Online,No,127168.00000000001,0.136364
8660,30,Female,Engineering,4.0,6,Manager,87933.74,No,580,39,Scholarship,Consultant,140935.31,International,Skill Enhancement,On-Campus,Yes,53001.56999999999,0.2
8661,29,Other,Science,3.57,7,Entrepreneur,68511.21,No,413,108,Loan,Marketing Director,65930.22,International,Networking,Online,Yes,-2580.9900000000052,0.241379
8662,22,Female,Economics,2.19,4,Entrepreneur,36452.85,No,360,246,Employer,Finance Manager,118253.05,Domestic,Skill Enhancement,Online,No,81800.20000000001,0.181818
8663,24,Female,Engineering,2.55,2,Entrepreneur,120791.72,No,472,128,Loan,Finance Manager,142449.81,Domestic,Career Growth,Online,Yes,21658.089999999997,0.083333
8664,23,Female,Science,2.28,5,Manager,59885.75,No,491,366,Self-funded,Marketing Director,136682.91,International,Networking,Online,Yes,76797.16,0.217391
8665,24,Male,Economics,2.69,8,Engineer,71006.54,Yes,537,35,Employer,Finance Manager,118659.2,Domestic,Career Growth,On-Campus,No,47652.66,0.333333
8666,25,Male,Engineering,3.01,7,Consultant,57953.2,No,575,261,Employer,Finance Manager,110407.63,International,Entrepreneurship,Online,No,52454.43000000001,0.28
8667,27,Other,Economics,2.57,2,Manager,30599.95,No,656,358,Self-funded,Marketing Director,141307.44,International,Entrepreneurship,On-Campus,No,110707.49,0.074074
8668,24,Female,Engineering,3.79,10,Engineer,79419.11,No,800,366,Employer,Executive,121967.4,Domestic,Entrepreneurship,Online,Yes,42548.28999999999,0.416667
8669,31,Other,Business,2.78,0,Consultant,133058.7,No,408,28,Loan,Executive,94430.03,Domestic,Entrepreneurship,Online,Yes,-38628.67000000001,0.0
8670,37,Female,Business,4.0,7,Analyst,33824.75,No,514,401,Scholarship,Consultant,87965.96,International,Career Growth,Online,No,54141.21000000001,0.189189
8671,27,Female,Science,2.29,0,Engineer,90083.09,No,268,253,Employer,Marketing Director,82697.04,International,Career Growth,On-Campus,Yes,-7386.050000000003,0.0
8672,24,Female,Engineering,3.0,3,Analyst,63072.06,No,306,374,Loan,Consultant,69062.53,Domestic,Entrepreneurship,On-Campus,Yes,5990.470000000001,0.125
8673,32,Female,Business,3.21,5,Entrepreneur,60242.99,Yes,367,138,Loan,Startup Founder,107541.03,International,Career Growth,On-Campus,Yes,47298.04,0.15625
8674,23,Female,Science,3.44,0,Entrepreneur,91733.8,Yes,397,247,Scholarship,Finance Manager,126606.13,Domestic,Entrepreneurship,Online,Yes,34872.33,0.0
8675,29,Female,Arts,2.04,10,Engineer,68550.08,No,464,156,Loan,Marketing Director,184368.24,Domestic,Networking,Online,Yes,115818.15999999999,0.344828
8676,22,Female,Business,3.69,5,Analyst,30871.92,No,736,186,Employer,Startup Founder,179192.59,Domestic,Skill Enhancement,On-Campus,No,148320.66999999998,0.227273
8677,22,Female,Business,3.5,7,Manager,95831.24,No,483,315,Employer,Marketing Director,119812.96,International,Networking,Online,No,23981.72,0.318182
8678,30,Female,Economics,4.0,2,Consultant,102098.11,Yes,434,344,Employer,Marketing Director,156211.33,Domestic,Career Growth,Online,Yes,54113.21999999999,0.066667
8679,30,Male,Arts,3.88,2,Entrepreneur,98820.59,No,653,438,Scholarship,Finance Manager,91437.21,Domestic,Skill Enhancement,On-Campus,No,-7383.37999999999,0.066667
8680,23,Male,Engineering,3.27,2,Entrepreneur,72570.82,No,709,59,Scholarship,Marketing Director,122061.85,Domestic,Entrepreneurship,On-Campus,Yes,49491.03,0.086957
8681,25,Female,Science,3.57,0,Entrepreneur,58015.26,No,480,477,Scholarship,Startup Founder,99999.03,Domestic,Career Growth,On-Campus,No,41983.77,0.0
8682,30,Female,Arts,3.86,0,Entrepreneur,81878.91,No,350,375,Scholarship,Startup Founder,181840.84,Domestic,Networking,Online,Yes,99961.93,0.0
8683,29,Male,Engineering,4.0,6,Engineer,51205.59,No,560,406,Self-funded,Executive,162488.1,Domestic,Networking,On-Campus,Yes,111282.51000000001,0.206897
8684,27,Male,Business,3.4,0,Engineer,94060.92,Yes,387,198,Scholarship,Finance Manager,177404.3,Domestic,Skill Enhancement,On-Campus,No,83343.37999999999,0.0
8685,30,Female,Science,3.36,4,Analyst,86729.17,Yes,372,392,Scholarship,Marketing Director,135319.48,International,Networking,On-Campus,No,48590.31000000001,0.133333
8686,26,Female,Science,2.71,7,Manager,120063.96,Yes,588,57,Loan,Consultant,58457.19,Domestic,Skill Enhancement,On-Campus,Yes,-61606.770000000004,0.269231
8687,22,Female,Arts,2.53,8,Analyst,95628.33,No,363,140,Scholarship,Consultant,110907.78,Domestic,Career Growth,Online,Yes,15279.449999999997,0.363636
8688,23,Female,Economics,3.55,2,Manager,32576.24,No,494,465,Self-funded,Finance Manager,138103.21,International,Entrepreneurship,On-Campus,Yes,105526.96999999999,0.086957
8689,26,Male,Engineering,3.43,8,Engineer,77675.17,No,407,390,Loan,Marketing Director,154412.01,Domestic,Career Growth,Online,No,76736.84000000001,0.307692
8690,30,Male,Arts,2.49,0,Entrepreneur,89356.82,No,636,545,Self-funded,Finance Manager,157582.3,Domestic,Career Growth,On-Campus,No,68225.47999999998,0.0
8691,30,Male,Economics,2.71,3,Analyst,75457.17,Yes,414,540,Loan,Finance Manager,72298.6,Domestic,Career Growth,On-Campus,No,-3158.5699999999924,0.1
8692,31,Female,Economics,3.51,0,Manager,76602.86,Yes,549,190,Self-funded,Executive,62251.5,International,Career Growth,On-Campus,Yes,-14351.36,0.0
8693,27,Male,Economics,3.07,6,Consultant,44458.45,Yes,800,463,Loan,Executive,230458.73,Domestic,Skill Enhancement,Online,Yes,186000.28000000003,0.222222
8694,29,Female,Science,2.17,0,Manager,104516.42,Yes,346,410,Loan,Consultant,188201.34,International,Entrepreneurship,Online,Yes,83684.92,0.0
8695,27,Female,Engineering,2.26,8,Analyst,128071.18,Yes,487,232,Scholarship,Consultant,139103.03,International,Entrepreneurship,Online,Yes,11031.850000000006,0.296296
8696,22,Female,Engineering,3.42,6,Engineer,78731.8,No,408,75,Employer,Startup Founder,222245.5,International,Networking,Online,No,143513.7,0.272727
8697,34,Female,Arts,2.85,8,Entrepreneur,29756.03,No,547,258,Self-funded,Startup Founder,119025.52,Domestic,Skill Enhancement,Online,No,89269.49,0.235294
8698,29,Male,Business,2.92,0,Consultant,64768.51,No,335,113,Scholarship,Executive,160700.87,Domestic,Networking,Online,No,95932.35999999999,0.0
8699,32,Female,Arts,3.36,3,Analyst,61955.85,No,659,236,Loan,Startup Founder,169187.36,Domestic,Career Growth,On-Campus,Yes,107231.50999999998,0.09375
8700,24,Male,Engineering,3.67,4,Engineer,97778.27,Yes,592,25,Scholarship,Finance Manager,111136.25,Domestic,Career Growth,On-Campus,Yes,13357.979999999996,0.166667
8701,25,Male,Science,2.26,0,Manager,133039.02,No,260,120,Scholarship,Startup Founder,141582.39,Domestic,Networking,Online,Yes,8543.370000000024,0.0
8702,26,Male,Arts,2.35,5,Engineer,40626.36,No,289,246,Self-funded,Startup Founder,61628.96,Domestic,Networking,On-Campus,No,21002.6,0.192308
8703,22,Male,Business,3.07,9,Engineer,47829.59,No,426,257,Scholarship,Finance Manager,190201.95,International,Skill Enhancement,Online,Yes,142372.36000000002,0.409091
8704,30,Female,Arts,3.62,5,Entrepreneur,101706.38,Yes,327,154,Self-funded,Executive,144189.48,International,Entrepreneurship,On-Campus,No,42483.100000000006,0.166667
8705,27,Female,Economics,2.09,5,Analyst,67420.95,No,512,392,Employer,Consultant,214738.81,International,Skill Enhancement,On-Campus,No,147317.86,0.185185
8706,31,Male,Business,2.68,5,Engineer,57532.9,Yes,302,349,Scholarship,Executive,115478.98,Domestic,Skill Enhancement,Online,No,57946.079999999994,0.16129
8707,23,Male,Economics,3.62,0,Manager,108785.9,No,795,129,Loan,Consultant,64523.88,International,Skill Enhancement,Online,Yes,-44262.02,0.0
8708,34,Female,Science,4.0,10,Manager,50744.0,No,626,340,Scholarship,Finance Manager,166851.6,International,Career Growth,Online,Yes,116107.6,0.294118
8709,27,Female,Engineering,3.18,4,Entrepreneur,57930.16,Yes,767,526,Scholarship,Executive,193505.89,Domestic,Networking,On-Campus,Yes,135575.73,0.148148
8710,36,Male,Arts,2.14,8,Engineer,81857.32,No,610,276,Loan,Consultant,105751.53,Domestic,Networking,On-Campus,No,23894.209999999992,0.222222
8711,22,Female,Arts,2.68,3,Manager,123118.95,No,416,233,Scholarship,Marketing Director,67397.44,Domestic,Networking,Online,Yes,-55721.509999999995,0.136364
8712,29,Female,Economics,2.57,5,Manager,81398.61,No,533,221,Scholarship,Executive,134207.89,International,Career Growth,On-Campus,Yes,52809.28000000001,0.172414
8713,31,Female,Economics,2.71,5,Entrepreneur,57658.99,Yes,676,433,Loan,Startup Founder,136509.55,Domestic,Career Growth,Online,Yes,78850.56,0.16129
8714,31,Male,Engineering,3.18,0,Engineer,42296.37,Yes,455,166,Scholarship,Consultant,182328.47,Domestic,Entrepreneurship,On-Campus,No,140032.1,0.0
8715,23,Female,Arts,2.9,0,Entrepreneur,34484.43,No,276,126,Employer,Marketing Director,156686.29,Domestic,Networking,Online,Yes,122201.86000000002,0.0
8716,36,Female,Engineering,2.35,1,Engineer,90442.17,Yes,534,141,Employer,Consultant,162519.27,Domestic,Networking,On-Campus,Yes,72077.09999999999,0.027778
8717,34,Female,Economics,3.81,0,Manager,37314.72,No,533,89,Scholarship,Executive,200808.99,Domestic,Networking,Online,Yes,163494.27,0.0
8718,29,Female,Economics,2.93,3,Analyst,40666.12,No,670,201,Loan,Marketing Director,125258.72,Domestic,Career Growth,Online,No,84592.6,0.103448
8719,37,Other,Business,3.03,1,Manager,89959.16,Yes,621,323,Loan,Startup Founder,188217.72,Domestic,Networking,Online,Yes,98258.56,0.027027
8720,22,Male,Economics,4.0,4,Analyst,59244.85,No,800,291,Employer,Marketing Director,106048.85,International,Networking,On-Campus,Yes,46804.00000000001,0.181818
8721,30,Other,Economics,3.54,6,Engineer,67290.99,Yes,450,168,Loan,Consultant,126766.4,International,Career Growth,On-Campus,Yes,59475.40999999999,0.2
8722,32,Female,Engineering,4.0,5,Engineer,109408.96,No,411,552,Loan,Marketing Director,169327.2,Domestic,Career Growth,Online,Yes,59918.240000000005,0.15625
8723,22,Female,Business,2.82,3,Consultant,77167.74,Yes,500,292,Loan,Consultant,68586.68,Domestic,Entrepreneurship,On-Campus,No,-8581.060000000012,0.136364
8724,30,Male,Business,2.63,0,Engineer,30272.79,No,450,162,Scholarship,Finance Manager,95291.74,Domestic,Career Growth,On-Campus,Yes,65018.950000000004,0.0
8725,26,Male,Arts,2.73,3,Engineer,81397.54,Yes,715,104,Self-funded,Consultant,177837.85,International,Skill Enhancement,Online,No,96440.31000000001,0.115385
8726,29,Female,Science,2.89,0,Consultant,64347.43,No,643,10,Employer,Startup Founder,151504.82,International,Skill Enhancement,Online,No,87157.39000000001,0.0
8727,22,Female,Arts,2.22,5,Analyst,128455.55,No,673,212,Loan,Consultant,102129.03,International,Skill Enhancement,Online,Yes,-26326.520000000004,0.227273
8728,27,Male,Arts,3.12,6,Engineer,29019.88,No,556,9,Scholarship,Executive,133932.02,Domestic,Networking,Online,No,104912.13999999998,0.222222
8729,27,Female,Arts,2.0,5,Entrepreneur,77446.2,No,763,441,Loan,Executive,67781.52,International,Career Growth,Online,No,-9664.679999999993,0.185185
8730,25,Male,Business,3.38,0,Engineer,126349.34,No,547,2,Employer,Startup Founder,97073.71,International,Networking,On-Campus,Yes,-29275.62999999999,0.0
8731,29,Other,Engineering,3.11,8,Engineer,78606.93,No,707,278,Self-funded,Startup Founder,132998.98,International,Career Growth,Online,No,54392.05000000002,0.275862
8732,28,Female,Economics,3.62,5,Manager,71129.04,No,799,400,Loan,Finance Manager,62950.29,International,Career Growth,Online,Yes,-8178.749999999993,0.178571
8733,22,Male,Business,3.02,7,Engineer,58453.48,No,440,420,Employer,Executive,117192.77,International,Networking,On-Campus,Yes,58739.29,0.318182
8734,33,Female,Economics,4.0,0,Engineer,100562.73,No,724,177,Employer,Executive,198612.92,Domestic,Entrepreneurship,On-Campus,No,98050.19000000002,0.0
8735,30,Female,Economics,2.67,0,Entrepreneur,76436.62,No,397,447,Employer,Marketing Director,57362.24,International,Career Growth,On-Campus,Yes,-19074.379999999997,0.0
8736,25,Male,Science,4.0,4,Consultant,133167.0,Yes,649,10,Loan,Executive,110547.45,Domestic,Skill Enhancement,Online,No,-22619.550000000003,0.16
8737,23,Female,Arts,2.11,3,Consultant,39858.04,No,504,288,Employer,Executive,89595.0,Domestic,Skill Enhancement,On-Campus,No,49736.96,0.130435
8738,22,Male,Science,3.22,7,Consultant,107423.92,Yes,641,361,Self-funded,Marketing Director,113382.35,Domestic,Career Growth,Online,No,5958.430000000008,0.318182
8739,27,Female,Arts,3.15,1,Manager,100632.73,No,530,266,Scholarship,Finance Manager,143495.48,International,Skill Enhancement,Online,No,42862.750000000015,0.037037
8740,34,Male,Business,3.56,2,Engineer,72556.71,No,376,504,Employer,Startup Founder,183800.69,Domestic,Career Growth,Online,No,111243.98,0.058824
8741,23,Male,Economics,3.58,6,Analyst,44637.5,No,687,55,Scholarship,Finance Manager,104493.54,International,Skill Enhancement,On-Campus,No,59856.03999999999,0.26087
8742,26,Male,Science,3.48,6,Analyst,82963.56,Yes,375,362,Scholarship,Startup Founder,94946.74,International,Entrepreneurship,On-Campus,Yes,11983.180000000008,0.230769
8743,31,Male,Business,2.26,4,Entrepreneur,99174.05,No,260,237,Employer,Startup Founder,164305.32,International,Skill Enhancement,Online,Yes,65131.270000000004,0.129032
8744,24,Female,Business,4.0,2,Manager,33410.26,No,579,140,Loan,Marketing Director,122477.3,Domestic,Career Growth,On-Campus,Yes,89067.04000000001,0.083333
8745,22,Male,Arts,2.2,0,Manager,70442.71,No,475,307,Scholarship,Startup Founder,150889.24,Domestic,Networking,On-Campus,Yes,80446.52999999998,0.0
8746,24,Male,Economics,2.21,1,Engineer,91761.36,No,753,464,Loan,Consultant,145330.16,International,Networking,Online,Yes,53568.8,0.041667
8747,30,Female,Arts,2.2,8,Analyst,78999.9,Yes,365,67,Loan,Consultant,128350.03,International,Skill Enhancement,On-Campus,No,49350.130000000005,0.266667
8748,22,Male,Arts,2.88,0,Manager,61689.08,Yes,511,147,Employer,Consultant,162566.02,Domestic,Entrepreneurship,On-Campus,No,100876.93999999999,0.0
8749,22,Female,Business,3.25,3,Entrepreneur,42275.52,Yes,491,315,Self-funded,Consultant,154422.81,Domestic,Skill Enhancement,On-Campus,No,112147.29000000001,0.136364
8750,28,Other,Arts,2.57,2,Analyst,97558.18,No,785,176,Self-funded,Marketing Director,165758.24,Domestic,Networking,On-Campus,No,68200.06,0.071429
8751,34,Female,Engineering,2.03,5,Manager,85398.97,Yes,743,282,Loan,Marketing Director,196729.9,Domestic,Networking,On-Campus,No,111330.93,0.147059
8752,30,Male,Economics,3.33,0,Engineer,53609.71,No,343,186,Loan,Consultant,103927.94,Domestic,Networking,On-Campus,No,50318.23,0.0
8753,24,Male,Arts,3.81,3,Engineer,101812.38,No,455,332,Loan,Executive,56819.18,Domestic,Career Growth,Online,No,-44993.200000000004,0.125
8754,29,Other,Arts,2.97,7,Engineer,84790.03,No,664,148,Self-funded,Startup Founder,93933.88,Domestic,Networking,Online,No,9143.850000000006,0.241379
8755,27,Male,Science,3.56,3,Engineer,85284.04,Yes,704,398,Loan,Finance Manager,59058.89,Domestic,Entrepreneurship,Online,Yes,-26225.149999999994,0.111111
8756,28,Male,Economics,2.94,7,Analyst,64024.81,No,670,293,Scholarship,Consultant,178603.95,International,Networking,Online,No,114579.14000000001,0.25
8757,22,Male,Economics,3.36,0,Analyst,89289.52,No,582,130,Scholarship,Consultant,197457.03,Domestic,Networking,On-Campus,Yes,108167.51,0.0
8758,30,Male,Arts,3.77,7,Manager,103568.96,No,467,127,Scholarship,Executive,75202.57,Domestic,Networking,Online,No,-28366.39,0.233333
8759,22,Female,Engineering,3.14,5,Entrepreneur,62656.57,Yes,695,192,Loan,Marketing Director,139606.68,International,Networking,On-Campus,Yes,76950.10999999999,0.227273
8760,30,Female,Science,2.92,5,Consultant,58688.02,No,302,282,Employer,Executive,131109.8,International,Skill Enhancement,On-Campus,No,72421.78,0.166667
8761,22,Other,Engineering,3.36,1,Consultant,92327.14,No,800,22,Loan,Consultant,188204.1,International,Skill Enhancement,On-Campus,Yes,95876.96,0.045455
8762,35,Female,Arts,3.74,5,Engineer,62191.07,Yes,328,442,Scholarship,Executive,108582.36,Domestic,Career Growth,Online,Yes,46391.29,0.142857
8763,25,Male,Economics,2.23,9,Manager,104999.48,Yes,715,445,Self-funded,Startup Founder,191222.54,International,Skill Enhancement,On-Campus,No,86223.06000000001,0.36
8764,25,Male,Economics,3.05,10,Consultant,60128.63,No,509,279,Scholarship,Finance Manager,143719.08,Domestic,Skill Enhancement,On-Campus,No,83590.44999999998,0.4
8765,25,Other,Engineering,3.86,3,Consultant,50891.65,Yes,325,431,Self-funded,Executive,83423.3,Domestic,Career Growth,Online,No,32531.65,0.12
8766,29,Male,Business,3.25,1,Consultant,95448.18,Yes,725,543,Loan,Consultant,167901.36,International,Skill Enhancement,On-Campus,Yes,72453.18,0.034483
8767,25,Male,Arts,2.89,1,Consultant,53089.02,No,551,148,Scholarship,Startup Founder,178814.29,International,Entrepreneurship,Online,No,125725.27000000002,0.04
8768,23,Female,Economics,3.2,4,Consultant,81230.67,Yes,576,265,Loan,Startup Founder,177613.35,International,Career Growth,Online,No,96382.68000000001,0.173913
8769,23,Female,Business,2.64,0,Manager,133562.2,Yes,652,248,Loan,Executive,95065.41,International,Entrepreneurship,Online,Yes,-38496.79000000001,0.0
8770,27,Male,Economics,2.89,6,Consultant,109987.94,No,784,389,Loan,Consultant,148969.48,Domestic,Entrepreneurship,On-Campus,No,38981.54000000001,0.222222
8771,23,Female,Economics,4.0,9,Consultant,31872.18,No,715,407,Loan,Finance Manager,108422.23,International,Entrepreneurship,On-Campus,Yes,76550.04999999999,0.391304
8772,28,Other,Business,3.46,3,Manager,34309.8,No,628,152,Employer,Executive,230772.1,International,Career Growth,On-Campus,Yes,196462.3,0.107143
8773,25,Male,Engineering,3.94,6,Analyst,93328.15,No,784,450,Self-funded,Marketing Director,70066.83,International,Skill Enhancement,Online,Yes,-23261.319999999992,0.24
8774,26,Female,Arts,3.67,1,Analyst,102223.2,No,516,91,Employer,Startup Founder,94109.71,International,Skill Enhancement,On-Campus,Yes,-8113.489999999991,0.038462
8775,35,Male,Business,3.18,7,Analyst,77624.58,Yes,449,290,Loan,Marketing Director,182195.45,International,Career Growth,On-Campus,Yes,104570.87000000001,0.2
8776,22,Female,Business,3.86,2,Consultant,101106.7,No,351,24,Employer,Startup Founder,110693.29,International,Career Growth,On-Campus,No,9586.589999999997,0.090909
8777,35,Female,Economics,2.42,9,Manager,126017.08,No,645,147,Self-funded,Executive,122708.22,International,Entrepreneurship,Online,Yes,-3308.8600000000006,0.257143
